  Max Value: 1.582565, Column: SRR17344570  Second Max Value: 1.103525, Column: SRR17344568
  Max Value: 2.007361, Column: SRR15465983  Second Max Value: 1.490684, Column: SRR15465977
  Max Value: 5.991496, Column: SRR8002970  Second Max Value: 3.225724, Column: SRR8002972
  Max Value: 1.022645, Column: SRR8002972  Second Max Value: 0.800113, Column: SRR8002976
  Max Value: 2.299469, Column: SRR17344570  Second Max Value: 1.075009, Column: SRR17344568
  Max Value: 2.377612, Column: SRR19392618  Second Max Value: 2.364611, Column: SRR19392622
  Max Value: 1.879479, Column: SRR19392618  Second Max Value: 1.823676, Column: SRR19392616
  Max Value: 1.160528, Column: SRR8002970  Second Max Value: 1.025313, Column: SRR16646331
  Max Value: 4.360214, Column: SRR8002969  Second Max Value: 1.790546, Column: SRR16646349
  Max Value: 1.694695, Column: SRR16646347  Second Max Value: 0.965343, Column: SRR16646349
  Max Value: 3.808666, Column: SRR7755278  Second Max Value: 2.167144, Column: SRR7755279
  Max Value: 2.185395, Column: SRR17344570  Second Max Value: 1.550273, Column: SRR17344568
  Max Value: 3.817195, Column: SRR19094541  Second Max Value: 3.200338, Column: SRR19094518
  Max Value: 1.583061, Column: SRR16991079  Second Max Value: 1.379195, Column: SRR11853197
  Max Value: 2.537636, Column: SRR15465983  Second Max Value: 2.322573, Column: SRR15465977
